FVA result

obj : 0.440938(+-1.0%)
Name	min	max
R_CLPNS181pp	8.05E-4	8.13E-4
R_FE3Gabcpp	0.0	0.003659
R_MTAP	0.003289	0.003323
R_NADPPPS	0.0	1.111144
R_KDOPS	3.32E-4	3.35E-4
R_NTPP9	0.0	0.555572
R_PGAMT	-0.027507	-0.027232
R_EX_glc_D_e	0.0	0.0
R_PGPP181pp	0.0	0.002976
R_ALATA_L2	0.0	0.634939
R_ACGS	0.145928	0.748704
R_DASYN161	0.032163	0.032488
R_OGMEACPS	1.0E-6	1.0E-6
R_UMPK	0.157562	1.268706
R_EX_man_e	0.0	0.0
R_EAR60x	0.181181	0.183011
R_DNTPPA	0.0	4.4E-4
R_EX_xyl_D_e	0.0	0.0
R_CHTNtex	0.0	0.0
R_FMNAT	1.09E-4	1.1E-4
R_NI2t3tex	-1.51E-4	-1.5E-4
R_3OAS100	0.18118	0.18301
R_NMNATr	0.0	1.111144
R_GALt2	0.0	0.0
R_UDCPDP	0.0	0.013586
R_MEPCT	0.001495	0.00151
R_IPPS	0.192474	0.194418
R_ADEt2rpp	-0.055914	-0.003289
R_ACCOACr	1.299111	1.312233
R_NTPP5	0.0	1.111144
R_NDPK8	0.014298	1.125442
R_EX_cu2_e	3.29E-4	3.32E-4
R_XYLI1	0.0	0.0
R_UDCPDPS	2.7E-5	2.7E-5
R_CYSSr2	0.0	0.040489
R_FE2tex	0.00395	0.003989
R_ASPCTn	0.143946	0.229418
R_FRUpts2	0.0	0.0
R_MDRPDr	0.003289	0.003323
R_DM_BIOMASS_c	0.436528	0.440938
R_PPBNGS	0.001307	0.00132
R_NDPK4	0.10586	1.217004
R_EX_zn2_e	1.58E-4	1.6E-4
R_MDDCP3pp	0.0	0.003314
R_EDTXS1XF	1.66E-4	1.68E-4
R_3OAS160	0.082704	0.08354
R_MOBDtex	3.0E-6	3.0E-6
R_3OAS161	0.09748	0.098464
R_INSTtex	0.0	0.0
R_DHFS	4.36E-4	4.4E-4
R_GALKr	0.0	0.0
R_ACt2rex	0.0	99999.0
R_Htex	-99986.954548	13.156596
R_PPGPPDP	0.0	1.111144
R_NAabcO	0.0	1.481525
R_PFK	0.0	1.111144
R_GAPD	-1.81716	-1.446779
R_HIStex	0.0	0.0
R_GDPTPDP	0.0	1.111144
R_3HAD100	0.180848	0.182675
R_DM_FRMD	0.0	0.036581
R_PSSA181	0.012071	0.012193
R_UPPDC1	2.18E-4	2.2E-4
R_GLYKr	0.004373	0.004418
R_NTP5	0.0	1.111144
R_ORNTA	0.0	0.602776
R_CLtex	0.002415	0.00244
R_NTPP7	0.0	1.111144
R_GLUt4pp	0.0	99999.0
R_ASPK	0.4584	0.498805
R_UDCPPtppi	0.0	0.013585
R_ACGAMABCt	0.0	0.0
R_NNDPR	0.001111	0.001122
R_BHEXAMD_p	0.0	0.0
R_MPTG	0.006561	0.006627
R_S2FE2SS	1.33E-4	1.34E-4
R_PAPSR2	0.0	0.166667
R_GAMptspp	0.0	0.0
R_CU2tex	3.29E-4	3.32E-4
R_MDDEP1pp	0.0	0.003314
R_ARGtex	0.0	0.0
R_GLNTRS	0.112467	0.113603
R_G1SAT	0.002614	0.002641
R_GK1	0.08055	1.191694
R_3OAS60	0.181181	0.183011
R_OPMEACPR	1.0E-6	1.0E-6
R_P5CD	0.0	1.111144
R_SULtex	-0.108421	0.0
R_CLtpp	0.002415	0.00244
R_GLUDxi	0.0	7.251321
R_SERAT	0.0	0.040489
R_RNDR3	0.0	0.030529
R_ARGSSr	0.145928	0.516309
R_INOSTt2pp	0.0	0.0
R_ADK4	-1.111144	0.0
R_MLDCP2Bpp	0.0	6.63E-4
R_DALAt2pp	0.011843	0.014613
R_CYTBO3_4pp	23.831371	24.466787
R_G3PAT160	0.041352	0.04177
R_TYRTA	-0.059572	-0.058977
R_SDPTA	-0.200611	-0.160206
R_G1PTT	0.091562	0.092487
R_GTHS	1.09E-4	1.1E-4
R_3HAD140	0.082704	0.08354
R_UAMAGS	0.01345	0.013586
R_DDPA	0.162954	0.1646
R_PRAGSr	0.15205	0.204674
R_PROTRS	0.094408	0.095362
R_NMNDA	0.0	0.555572
R_KDOCT2	3.32E-4	3.35E-4
R_CLPNS160pp	0.002007	0.002028
R_NTPP8	0.0	1.111144
R_HSK	0.192379	0.23474
R_Actex	0.0	99999.0
R_PG161abcpp	0.0	0.005774
R_Kt2pp	0.090568	0.091483
R_ALAALAr	0.011843	0.013288
R_VALTA	-0.182642	-0.180816
R_GLUPRT	0.15205	0.204674
R_RNDR4b	0.0	0.014442
R_PSD160	0.030111	0.030415
R_RPI	-0.398378	-0.361798
R_O2tpp	11.954609	12.238452
R_SERTRS	0.092122	0.093053
R_NADS2	0.001111	0.556683
R_SSALy	0.0	0.0
R_MOAT2XF	1.66E-4	1.68E-4
R_CHRPL	1.09E-4	1.1E-4
R_TKT1	0.0	0.018833
R_PRMICI	0.040461	0.077042
R_NADK	2.18E-4	1.111362
R_DPCOAK	2.81E-4	2.84E-4
R_ATPS4rpp	39.297599	40.779124
R_ASPO6	0.0	0.001122
R_UDCPDPtppi	0.0	0.013585
R_UDCPDPpp	0.0	0.013585
R_RNDR2	0.0	0.016091
R_HSTPTr	0.040461	0.077042
R_FBA	-0.868087	-0.497705
R_FUM	7.652175	15.081279
R_PPNCL2	2.81E-4	2.84E-4
R_IPMDr	0.192474	0.194418
R_PE161abcpp	0.016862	0.017032
R_ATPHs	0.0	0.555572
R_PG181abcpp	0.0	0.002976
R_XF_Biomass	0.436528	0.440938
R_NAMNPP	0.0	0.277786
R_NDPK2	0.17306	1.284204
R_UDPXYLS	0.013359	0.013494
R_IGPS	0.024231	0.024475
R_ASNN	0.0	1.111144
R_CYSTRS	0.039089	0.039484
R_G1PACT	0.027232	0.027507
R_GTHOr	0.0	0.378217
R_OMBZLM	1.09E-4	1.1E-4
R_PANTS	2.81E-4	2.84E-4
R_GLU5K	0.0	1.205552
R_PPS	2.353644	3.464788
R_METSOXR2	0.0	0.317762
R_CYTK1	0.0922	1.203344
R_PMDPHT	2.18E-4	2.2E-4
R_CTPS2	0.075123	1.186267
R_3OAS120	0.083368	0.08421
R_3OAS80	0.181181	0.183011
R_EAR121x	0.09748	0.098464
R_ACONTa	0.474383	0.652166
R_GALU	0.01618	0.016343
R_THRD_L	0.084026	0.125333
R_TREHpp	0.0	0.0
R_PPA	0.0	1.111144
R_VALTRS	0.180816	0.182642
R_UAGCVT	0.01345	0.013586
R_3HAD40	0.181181	0.183011
R_PROtex	0.0	0.0
R_ENO	-2.384335	-2.013954
R_FORtex	-0.360163	-0.004597
R_EAR160x	0.082704	0.08354
R_TRPS2	0.024231	0.024475
R_MDDEP3pp	0.0	0.003314
R_EX_cl_e	0.002415	0.00244
R_RBKr	0.0	0.052624
R_ASNTRS	0.103095	0.104136
R_CLPNS161pp	0.001561	0.001577
R_ASP1DC	2.81E-4	2.84E-4
R_OPHHX	1.09E-4	1.1E-4
R_EAR161x	0.09748	0.098464
R_MCTP1Bpp	0.0	6.63E-4
R_SBPA	0.0	0.018833
R_UAMAS	0.01345	0.013586
R_MG2tpp	0.0	2.222288
R_IGPDH	0.040461	0.077042
R_MAN1PT2r	1.66E-4	1.68E-4
R_RNDR1b	0.0	0.014442
R_DM_MEOH	1.0E-6	1.0E-6
R_ALKP	0.0	0.555572
R_DASYN181	0.016577	0.016744
R_GLNS	0.0	1.111144
R_THFAT	0.0	99999.0
R_RBFSb	2.18E-4	2.2E-4
R_ACGK	0.145928	0.748704
R_DAAD	0.0	1.481525
R_MOBDabcpp	3.0E-6	3.0E-6
R_ABTA	0.0	0.0
R_NMNN	0.0	0.277786
R_3HAD121	0.09748	0.098464
R_3HAD60	0.181181	0.183011
R_HMBS	3.27E-4	3.3E-4
R_PPM	0.0	0.085473
R_SHK3Dr	0.162954	0.1646
R_PMEACPE	1.0E-6	1.0E-6
R_MDDEP2pp	0.0	6.63E-4
R_LYSt3r	0.0	0.040405
R_COBALT2t3pp	-1.2E-5	4.444564
R_OPMEACPD	1.0E-6	1.0E-6
R_TKT2	-0.400231	-0.362565
R_MCOATA	1.299095	1.312217
R_NNAMr	0.0	0.277786
R_ICYSDS	1.09E-4	1.1E-4
R_FE3abcpp	0.0	0.003659
R_G6PDA	0.0	7.299177
R_NTP1	0.0	1.111144
R_DM_AMOB	1.0E-6	1.0E-6
R_PIuabcpp	0.584137	0.668772
R_EX_mg2_e	0.004025	0.004066
R_EDA	0.0	0.370381
R_GMPS2	0.08055	0.081364
R_OHPBAT	1.09E-4	1.1E-4
R_DM_EPS_XF_e	0.0	0.0
R_DM_GCALD	4.36E-4	4.4E-4
R_AICART	0.192401	0.245026
R_MTHFR2	0.06637	0.067041
R_H2SO	0.0	0.11207
R_GLUSy	0.0	3.499623
R_PPNDH	0.079093	0.079892
R_PGSA160	0.011241	0.011355
R_DHDPS	0.160206	0.200611
R_A5PISO	3.32E-4	3.35E-4
R_HISTD	0.040461	0.077042
R_URAtex	-0.085473	0.0
R_ADMDCr	0.003289	0.003323
R_OMPHHX	1.09E-4	1.1E-4
R_PRFGS	0.15205	0.204674
R_TDSKXF	1.66E-4	1.68E-4
R_DKGLUCK	0.0	0.0
R_LEUTRS	0.192474	0.194418
R_PGMT	-0.10883	-0.107742
R_FCLT	2.18E-4	2.2E-4
R_PYRt2rtex	0.0	0.0
R_ATPPRTr	0.040461	0.077042
R_IPDPS	0.00125	0.001263
R_PItex	0.584137	0.640635
R_ACOATA	0.0	0.183011
R_14GLUCANtex	0.0	0.0
R_KARA1	-0.377345	-0.373571
R_AGDI_1	0.019517	0.019714
R_GF6PTAr	0.027232	7.326409
R_CHORM	0.138069	0.139464
R_MMSAD3	0.0	0.0
R_LPSS2XF	4.1E-5	4.2E-5
R_T2DECAI	0.09748	0.098464
R_MLDCP1Bpp	0.0	6.63E-4
R_CHTNA2	0.0	0.0
R_MALS	0.0	1.111144
R_ADSS	0.111851	0.667423
R_HSERTA	0.065716	0.106884
R_UPP3MT	1.09E-4	1.1E-4
R_EX_lys_L_e	-0.040405	0.0
R_O2tex	11.954609	12.238452
R_OCTDPS	1.09E-4	1.1E-4
R_MEOHtex	-1.0E-6	-1.0E-6
R_ORNtpp	0.0	0.0
R_EGMEACPR	1.0E-6	1.0E-6
R_3OAS181	0.033154	0.033489
R_PTRCt2pp	-1.481525	0.0
R_3OAS121	0.09748	0.098464
R_CMPA_1	0.019517	0.019714
R_CO2tex	-17.290489	-16.934923
R_PTPAT	2.81E-4	2.84E-4
R_EX_fru_e	0.0	0.0
R_ZN2tex	-1.6E-4	-1.58E-4
R_MDDCP5pp	0.0	6.63E-4
R_GARFT	0.15205	0.204674
R_NTP10	0.0	1.111144
R_PROt2rpp	-1.481525	0.0
R_AGPAT181	0.016577	0.016744
R_14GLUCANabcpp	0.0	0.0
R_NDPK3	0.061973	1.187414
R_CPPPGO	0.0	2.2E-4
R_3OAS140	0.082704	0.08354
R_GLUN	0.0	7.299177
R_IZPN	0.0	0.036581
R_GLUTRR	0.002614	0.002641
R_UDP4KPS	0.013359	0.013494
R_ARGabcpp	0.0	0.0
R_ADCL	4.36E-4	4.4E-4
R_ALATRS	0.219448	0.221665
R_ACCITRH	0.0	0.748704
R_HISDr	0.0	0.036581
R_SADT2	0.0	0.166667
R_G5SD	0.0	1.205552
R_PGPP160	0.003891	0.011355
R_PGSA161	0.008743	0.008831
R_ASPt2_3pp	-4.444576	0.0
R_RIBabcpp	0.0	0.0
R_KAS15	0.0	0.183011
R_NTPP2	0.0	1.111144
R_DHPS2	4.36E-4	4.4E-4
R_OHPHM	1.09E-4	1.1E-4
R_MCTP2App	3.28E-4	3.31E-4
R_PYRt2rpp	0.0	0.0
R_FTHFD	0.0	0.355566
R_ICDHyr1	-0.459087	0.652057
R_EAR80x	0.181181	0.183011
R_SUCOAS	-7.259923	-6.148779
R_NTP3	0.0	1.111144
R_GLCGSD_c	0.0	0.0
R_ORNtex	0.0	0.0
R_DM_E4P	0.199503	0.256001
R_6PDDGLUCA	0.0	0.0
R_ILETA	-0.125379	-0.124125
R_DBTSr	1.0E-6	1.0E-6
R_ALAALAabcpp	2.95E-4	0.001624
R_ACONTb	0.474383	0.652166
R_TRDR	0.0	0.378217
R_ORPT	-0.229418	-0.143946
R_PDX5PS	1.09E-4	1.1E-4
R_EX_so3_e	0.0	0.108906
R_CITt3tex	0.0	1.111144
R_OMMBLHX	1.09E-4	1.1E-4
R_THRTRS	0.108352	0.109447
R_EX_ca2_e	0.002415	0.00244
R_ADSL2r	0.151941	0.204565
R_METTRS	0.065606	0.066269
R_OMPDC	0.143946	0.229418
R_PRATPP	0.040461	0.077042
R_ADNK1	0.0	1.11169
R_INSDH	0.0	0.0
R_2KMBT	0.003289	0.003323
R_PNTK	2.81E-4	2.84E-4
R_P5CG	0.094408	1.205552
R_EX_h_e	12.80103	13.156596
R_PSERTr	0.567175	0.744958
R_COBALT2tpp	0.0	4.444576
R_3OAR161	0.09748	0.098464
R_UAGAATXF	3.32E-4	3.35E-4
R_HEMEOS	1.09E-4	1.1E-4
R_BTS5	1.0E-6	1.0E-6
R_GLUtex	0.0	0.0
R_S2FE2ST	1.2E-5	1.2E-5
R_EX_ala_L_e	0.0	0.0
R_PYNP2r	0.0	0.085473
R_METSr	0.066261	0.066931
R_PE160abcpp	0.02168	0.021899
R_EX_k_e	0.090568	0.091483
R_3HAD141	0.09748	0.098464
R_ALAR	0.011843	1.493368
R_H2Otex	-6.641477	-6.022789
R_CHORS	0.162954	0.1646
R_EX_pro_L_e	0.0	0.0
R_GLYTRS	0.112467	0.113603
R_PPKr	-4.775042	-2.552754
R_EX_4abut_e	0.0	0.0
R_UPP3S	3.27E-4	3.3E-4
R_PAPPT3	0.01345	0.013586
R_FADRx2	0.0	1.481525
R_P5CR	0.094408	1.575934
R_PGSA181	0.004506	0.004552
R_METOX2s	0.0	0.317762
R_EX_mn2_e	3.21E-4	3.24E-4
R_MDDCP1pp	0.002657	0.005998
R_EX_tre_e	0.0	0.0
R_ASADH	0.4584	0.498805
R_SHCHF	1.09E-4	1.1E-4
R_MDH	0.390287	9.123134
R_DGLUISO	0.0	0.0
R_APRAUR	2.18E-4	2.2E-4
R_RNDR1	0.0	0.014442
R_INSEPIH	0.0	0.0
R_E4PD	1.09E-4	1.1E-4
R_G3PAT181	0.016577	0.016744
R_DMPPS	2.45E-4	2.47E-4
R_3HAD181	0.033154	0.033489
R_S4FE4ST	1.22E-4	1.23E-4
R_TYRTRS	0.058977	0.059572
R_NTD2	0.0	0.085473
R_LIPOCT	1.0E-6	1.0E-6
R_G3PAT161	0.032163	0.032488
R_IPPMIb	-0.194418	-0.192474
R_EAR40x	0.181181	0.183011
R_EX_dextrin_e	0.0	0.0
R_ADSK	0.0	0.166667
R_SO3tex	0.0	0.108906
R_SULRi	0.105815	0.217885
R_ASPO5	0.0	0.001122
R_MNabc_1	0.0	0.888915
R_GRXR	0.0	0.227122
R_METSOXR1	0.0	0.317762
R_MLDEP2pp	0.0	6.63E-4
R_DHPPDA2	2.18E-4	2.2E-4
R_AGPR	-0.748704	-0.145928
R_INS2D	0.0	0.0
R_PGPP161pp	0.0	0.005774
R_DAPDC	0.146756	0.187161
R_URAt2pp	-0.085473	0.0
R_MLDEP1pp	0.0	6.63E-4
R_SHCHD2	1.09E-4	1.1E-4
R_ASPt2_2pp	0.0	4.444576
R_PGPP161	0.003026	0.008831
R_3HAD120	0.082704	0.08354
R_GLYCtpp	-0.004418	-0.004373
R_IMPD	0.08055	0.081364
R_DHORTS	-0.229418	-0.143946
R_AGDC_r	0.0	0.0
R_GLYCL	0.080496	0.258279
R_EX_mobd_e	3.0E-6	3.0E-6
R_CAT	0.0	0.317762
R_EX_nh4_e	-10.182054	-9.918932
R_PFK_3	0.0	0.018833
R_THRS	0.192379	0.23474
R_EAR140x	0.082704	0.08354
R_dextrin_DEC_e_	0.0	0.0
R_PRAIS	0.15205	0.204674
R_3HAD160	0.082704	0.08354
R_UDPG4E	0.0	0.0
R_PTRCabcpp	0.0	1.481525
R_FLDR2	0.001495	0.00151
R_CU2tpp	3.29E-4	3.32E-4
R_HBZOPT	1.09E-4	1.1E-4
R_RNDR2b	0.0	0.016091
R_2MAHMP	0.0	1.111144
R_PRASCS	0.151941	0.204565
R_MAN6PI	-1.68E-4	-1.66E-4
R_URCN	0.0	0.036581
R_PERD	1.09E-4	1.1E-4
R_ADNUC	0.0	0.052624
R_UHGADAXF	3.32E-4	3.35E-4
R_TMDS	0.014298	0.014442
R_EX_o2_e	11.954609	12.238452
R_THDPS	0.160206	0.200611
R_PGP160abcpp	0.0	0.007424
R_MNt2pp	0.0	2.222288
R_NNATr	0.001111	0.556683
R_FORtppi	0.004597	0.360163
R_PPND	0.058977	0.059572
R_Kt2tex	0.090568	0.091483
R_S4FE4SR	1.22E-4	1.23E-4
R_PAPSR	0.0	0.166667
R_DAPE	0.160206	0.200611
R_NI2t3pp	-1.51E-4	0.888765
R_XYLtex	0.0	0.0
R_UREA	0.0	0.370381
R_EPStexXF	0.0	0.0
R_TPI	-0.979407	-0.609026
R_AOXSr2	1.0E-6	1.0E-6
R_GTPCII2	2.18E-4	2.2E-4
R_MN2t3pp	-3.24E-4	2.221967
R_FGLU	0.0	0.036581
R_RNDR3b	0.0	0.030529
R_RPE	-0.399146	-0.362565
R_FOMETR	0.0	99999.0
R_ABUTtex	0.0	0.0
R_TDPDRE	0.091562	0.092487
R_EX_fe3_e	0.003623	0.003659
R_MOHMT	2.81E-4	2.84E-4
R_CS	0.474383	0.652166
R_Mntex	3.21E-4	3.24E-4
R_DHNPA2	4.36E-4	4.4E-4
R_KARA2	0.124125	0.125379
R_PE181abcpp	0.008691	0.008779
R_NADH16pp	15.420344	16.901869
R_PGK	1.446779	1.81716
R_UAGDP	0.027232	0.027507
R_CO2tpp	-17.290489	-16.934923
R_AHSERL2	0.065716	0.106884
R_MLDCP1App	2.95E-4	9.61E-4
R_H2Otpp	-6.675761	-6.032631
R_EDD	0.0	0.370381
R_MANtex	0.0	0.0
R_AKGDH	6.309033	7.420177
R_AMAOTr	1.0E-6	1.0E-6
R_SULabcpp	0.0	0.108421
R_GLYCt	0.0	0.0
R_GTPDPK	0.0	1.111144
R_ARGDC	0.019517	0.019714
R_NTPP6	0.0	1.111144
R_EX_orn_e	0.0	0.0
R_PPK2r	0.0	1.111144
R_OAADC	0.0	3.499623
R_DGK1	0.0	1.111144
R_MECDPDH5	0.001495	0.00151
R_ADSL1r	0.111851	0.667423
R_MLDCP2App	0.0	6.63E-4
R_MALCOAMT	1.0E-6	1.0E-6
R_PRPPS	0.361798	0.639584
R_NACODA	0.0	0.602776
R_PGI	-0.478123	-0.107742
R_LIPOS	1.0E-6	1.0E-6
R_3HAD80	0.181181	0.183011
R_DXPS	0.001713	0.00173
R_NTPP3	0.0	1.111144
R_EX_gam_e	0.0	0.0
R_DHQS	0.162954	0.1646
R_IPPMIa	-0.194418	-0.192474
R_G6PDH2r	0.0	0.370381
R_EX_cobalt2_e	1.2E-5	1.2E-5
R_EX_glu_L_e	0.0	0.0
R_3OAR121	0.09748	0.098464
R_AIRC2r	0.151941	0.204565
R_HSDy	-0.301206	-0.298193
R_ASNS1	0.103095	1.214239
R_USHDXF	1.66E-4	1.68E-4
R_AGPAT161	0.032163	0.032488
R_MG2tex	-0.004066	1.107119
R_NDPK7	0.01593	1.127074
R_EX_his_L_e	0.0	0.0
R_ADK1	-99993.273531	99999.0
R_ARGTRS	0.126411	0.127688
R_ARGt2rpp	0.0	0.0
R_EX_asp_L_e	0.0	0.0
R_DPR	2.81E-4	2.84E-4
R_HISTP	0.040461	0.077042
R_3OAS141	0.09748	0.098464
R_PGCDr	0.567175	0.744958
R_CA2tex	0.002415	0.00244
R_G3PD5	0.0	1.481525
R_EX_so4_e	0.0	0.108421
R_OXOGAH	0.003289	0.003323
