FVA result

obj : 0.494566(+-1.0%)
Name	min	max
R_PROT_RSc0958_BioS	0.0	5.1E-5
R_FDR	0.0	0.024483
R_EX_T3SS_E_RipH3_e_	0.0	6.5E-5
R_RNDR3	0.0	0.025289
R_EX_3OHPAMES_e_	0.0	0.0
R_EX_pc141_e_	0.0	0.0
R_PROT_cp_RSp1071_S	0.0	5.6E-5
R_PROT_RSc0102_ACT	0.0	0.0
R_3OAR121	0.031639	0.03651
R_EX_asp_L_ala_L_e_	0.0	0.0
R_PROT_pe_Expansin_S	0.0	1.69E-4
R_CDPMEK	0.001497	0.024483
R_ENO	-3.033512	-1.358686
R_NADN	0.0	0.325627
R_METOX4spept	0.0	0.305532
R_EX_tyr_L_e_	0.0	0.026986
R_EAR140x	0.037417	0.043177
R_CRNDt2rpp	-1.628133	0.0
R_ACCSYN2	-1000.0	1000.0
R_PROT_RSc0104_ACT	0.0	0.0
R_EX_adn_e_	0.0	0.0
R_FORtppi	0.00131	0.652578
R_H2Stex	-0.103923	0.0
R_MACACI	0.0	0.072901
R_HISTP	0.057805	0.17009
R_SUCCt2_2pp	0.0	0.0
R_EX_mccdn_e_	0.0	0.004518
R_PDH	0.677994	4.341458
R_METSOXR1pept	0.0	0.305532
R_NO3tex	0.0	0.0
R_EX_mesucc_e_	0.0	1.0E-6
R_T3SS_E_RipAE_S	0.0	7.2E-5
R_METTRS	0.041211	0.043008
R_CMtex	0.0	0.0
R_ETHAtex	0.0	0.0
R_IPPMIb	-0.142669	-0.135307
R_lpdperox4	0.0	0.0
R_EX_T6SS_E_RSp0629_e_	0.0	4.8E-5
R_EX_protein_RSp0540_e_	0.0	1.4E-5
R_EX_glcr_e_	0.0	0.0
R_EX_hslac_e_	0.0	0.01729
R_EX_4abut_e_	0.0	0.0
R_EX_T3SS_E_RipS5_e_	0.0	1.9E-5
R_TAURabcpp	0.0	0.0
R_GLCRt2rpp	0.0	0.0
R_EX_ctbt_e_	0.0	0.0
R_PROT_RSc1775_BioS	0.0	1.6E-5
R_EX_T3SS_E_RipS3_e_	0.0	2.0E-5
R_IMPD	0.0	0.219299
R_TTDCEAtex	0.0	0.0
R_GHMT2r	-999.565643	1000.0
R_EX_PCW_adhesin_e_	0.0	0.0
R_EX_T3SS_E_RipO1_e_	0.0	8.7E-5
R_LDH_D	-0.108542	0.407033
R_T3SS_E_RipH2_BioS	0.0	6.2E-5
R_PACtex	0.0	0.0
R_EX_T3SS_E_RipAL_e_	0.0	1.5E-4
R_EX_protein_RSc0104_act_e_	0.0	0.0
R_EX_PCW_RSp0294_act_e_	0.0	0.0
R_PROT_RSp1536_BioS	0.0	5.7E-5
R_T6SS_E_RSc3220_S	0.0	9.3E-5
R_EX_T3SS_E_RipG3_e_	0.0	8.2E-5
R_CLtex	0.002548	0.002574
R_GLU5K	0.0	1.350313
R_T3SS_E_RipI_BioS	0.0	1.06E-4
R_FERtex	0.0	0.0
R_GLYBabcpp	0.0	1.628133
R_MICITDr	0.0	1.2211
R_NTD9	0.0	0.61055
R_DHPPDA	3.28E-4	3.31E-4
R_MDH2	0.0	1.628133
R_SERt2rpp	-0.106183	0.0
R_ACACT8r	0.0	0.0
R_EX_PCW_RSc0246_act_e_	0.0	0.0
R_EX_but_e_	0.0	0.070788
R_EX_protein_Egl_e_	0.0	1.04E-4
R_DM_incbase	0.0	0.0
R_EPMEACPR	1.0E-6	1.0E-6
R_PROT_RSc0246_BioS	0.0	4.3E-5
R_T3SS_E_RipS6_S	0.0	5.5E-5
R_PGK	1.694191	2.915291
R_HISDr	0.0	0.112285
R_COBALT2tex	1.21E-4	4.884521
R_AMPTASEMA	0.0	0.0
R_PGSA181	0.002864	0.003305
R_KAS15	0.0	0.112493
R_MTHFR2	0.0	0.063115
R_ADOCBIK	0.0	0.0
R_EAR80x	0.095203	0.112493
R_EX_skm_e_	0.0	0.0
R_GLCRtex	0.0	0.0
R_G3PEtex	0.0	0.0
R_EX_protein_RSp1071_e_	0.0	5.6E-5
R_FECRMabcpp	0.0	0.238858
R_PROT_RSp0030_BioS	0.0	1.59E-4
R_OMBZLM	1.09E-4	1.1E-4
R_PROT_pe_CbhA_S	0.0	3.87E-4
R_T3SS_E_RipL_S	0.0	3.4E-5
R_O2tex	12.363092	13.066489
R_UPP3S	3.28E-4	3.31E-4
R_PPBNGS	0.00131	0.001323
R_EX_dha_e_	0.0	0.0
R_EX_3oocta_e_	0.0	0.0
R_CU2_bd_CopA	0.0	0.0
R_PYNP1	-0.315659	0.61055
R_LIPOS	1.0E-6	1.0E-6
R_EX_ala_D_e_	0.0	0.108542
R_EX_glcur_e_	0.0	0.0
R_EX_12dgr161_e_	0.0	0.0
R_G3PCtex	0.0	0.0
R_PTRCtex	0.0	0.0
R_CBL1abcpp	0.0	0.0
R_NNDPR	0.001115	0.042522
R_ACOAD4f	0.0	0.0
R_ICDHyr	-1.499375	1.175624
R_EX_T3SS_E_RipI_e_	0.0	1.06E-4
R_GLCURt2rpp	0.0	0.0
R_EX_T3SS_E_RipAH_e_	0.0	5.24E-4
R_ACGK	0.137791	1.617317
R_PHEODC	0.0	0.025981
R_ATPS4rpp	38.24197	40.502052
R_EX_spmd_e_	0.0	0.0
R_MPTG	0.015805	0.0726
R_3OAS160	0.037417	0.043177
R_DHORTS	-0.18161	-0.179793
R_D_LACtex	-0.108542	0.0
R_EX_glyb_e_	0.0	0.0
R_DAPE	0.08139	0.121426
R_CD2t3pp	0.0	0.0
R_T3SS_E_RipG7_S	0.0	7.4E-5
R_T3SS_E_RipG2_BioS	0.0	4.8E-5
R_EX_T6SS_E_RSc3220_e_	0.0	9.3E-5
R_EX_lac_D_e_	0.0	0.108542
R_MEPYRCE	-1.0E-6	0.0
R_3NTD2pp	0.0	0.0
R_AKP1	3.28E-4	3.31E-4
R_EX_taur_e_	0.0	0.0
R_DADA	0.0	0.0
R_EX_T3SS_E_RipB_e_	0.0	9.2E-5
R_RNTR2	0.0	0.016939
R_ALDD4	0.0	0.0
R_QUINtpp	-0.037864	0.0
R_EX_galt_e_	0.0	0.0
R_EX_chol_e_	0.0	0.0
R_2DHGLCNtex	0.0	0.0
R_GLYCL_glu	-1000.0	1000.0
R_EX_ralf_e_	0.0	0.013493
R_EX_tom_e_	0.0	0.0
R_ACOAD8f	0.0	0.0
R_ARGabcpp	0.0	0.97688
R_EX_T3SS_E_RipJ_e_	0.0	1.05E-4
R_EX_ohr_e_	0.0	0.698359
R_Kt3pp	0.0	2.4422
R_GCALDDr	3.28E-4	0.011125
R_XPPT	0.0	0.611151
R_PROT_pe_RSp0881_S	0.0	0.0
R_EX_so4_e_	-0.181637	-0.077714
R_TYRASEex	0.0	0.013493
R_PPLCc141	0.0	0.0
R_3OAR161	0.031639	0.03651
R_HSDy	-0.787264	-0.322083
R_EX_T6SS_E_RSc1944_e_	0.0	5.3E-5
R_DHFR	0.008597	0.008684
R_ALATA_D2	0.0	0.697771
R_EX_T3SS_E_RipA3_e_	0.0	3.8E-5
R_3HOXIDtpp	0.0	0.024669
R_UAGDP	0.080484	0.307665
R_PROT_cp_RSp1073_S	0.0	1.5E-5
R_EX_T3SS_E_RipP1_e_	0.0	1.23E-4
R_NTPP3	0.0	1.2211
R_3OAS140	0.058333	0.064093
R_DADK	0.0	1.2211
R_Fusarteff	0.0	0.0
R_EX_23cump_e_	0.0	0.0
R_CTBTabcpp	0.0	1.628133
R_3HAD141	0.031639	0.03651
R_GK2	-1.229589	1000.0
R_EX_fe3_e_	0.0	0.698359
R_EX_pa160_e_	0.0	0.0
R_TARTRtex	0.0	0.0
R_CARMDC	0.0	0.0
R_PROT_RSp0745_BioS	0.0	2.69E-4
R_MTAN	0.003302	0.020592
R_PItex	0.41025	0.423805
R_HG2tex	0.0	0.0
R_T3SS_E_RipS3_BioS	0.0	2.0E-5
R_GLUTRR	0.00262	0.002647
R_PPNCL2	2.82E-4	2.85E-4
R_L_LACt2rpp	0.0	0.0
R_IND3ACLNtpp	0.0	0.0
R_EX_cro4_e_	0.0	0.0
R_AGPAT161	0.008936	0.010311
R_GENDO	0.0	0.090452
R_EX_k_e_	-0.096536	-0.09557
R_FACOAL100t2pp	0.0	0.0
R_T3SS_E_RipP1_BioS	0.0	1.23E-4
R_ZN2t3pp	0.0	0.0
R_EX_protein_RSp0881_e_	0.0	0.0
R_CHTBStex	0.0	0.0
R_PROT_Expansin_BioS	0.0	1.69E-4
R_RALFtex	-0.013493	0.0
R_PGPP161pp	0.0	0.002373
R_Fusartex	0.0	0.0
R_METOX2s	0.0	0.305532
R_DM_frmd	0.0	0.112285
R_HKNDDH	0.0	0.0
R_NAPRTr	0.0	0.325736
R_NTPP5	0.0	1.2211
R_3HAD80	0.095203	0.112493
R_T3SS_E_RipS5_S	0.0	1.9E-5
R_MCITD	0.0	1.2211
R_EX_hphead_e_	0.0	0.026986
R_ACOAD2f	-0.004518	0.01729
R_PGLYCP	0.0	0.0
R_TRDR	0.125668	0.4312
R_PCW_bd_RSp1071	0.0	0.0
R_EX_orn_e_	0.0	0.0
R_H2O_c	0.0	0.0
R_EX_ni2_e_	0.0	0.0
R_PPLDc160	0.0	0.0
R_DDCAtex	0.0	0.0
R_EX_no2r_e_	0.0	0.0
R_ECOAH8	0.0	0.0
R_EX_protein_RSc0102_e_	0.0	4.2E-5
R_EX_catechol_e_	0.0	0.0
R_VALTA	-0.231166	-0.178075
R_NO3R1pp	0.0	0.514147
R_lpdperox5	0.0	0.0
R_PROT_cp_RSc2149_S	0.0	1.26E-4
R_AMPN	0.0	1.2211
R_OGMEACPD	1.0E-6	1.0E-6
R_ACSERtex	-0.062621	0.0
R_GLYC2Pabcpp	0.0	0.0
R_3OAS80	0.095203	0.112493
R_PROT_RSp0294_BioS	0.0	8.0E-5
R_T3SS_E_RipU2_S	0.0	1.61E-4
R_ASPGLNtex	0.0	0.0
R_HPPPNtex	0.0	0.0
R_3OAR140	0.058333	0.064093
R_CATECHOLtpp	0.0	0.0
R_EX_fecrm_e_	0.0	0.0
R_SUCRtex	0.0	0.0
R_Htex	11.122576	12.83458
R_MNLtex	0.0	0.0
R_PPOR	0.0	0.026837
R_NDPK3	0.0	1.262636
R_FFSDr	0.0	0.0
R_EX_T3SS_E_RipA2_e_	0.0	4.1E-5
R_EX_ind3acnl_e_	0.0	0.0
R_ASPALAtex	0.0	0.0
R_PROT_RSp0881_BioS	0.0	0.0
R_PROT_RSp1545_BioS	0.0	1.8E-5
R_T3SS_E_RipAO_BioS	0.0	9.3E-5
R_EX_ch4s_e_	0.0	0.0
R_PMPK	1.09E-4	1.221209
R_DM_chitos	0.0	0.0
R_EX_PCW_RSp1539_e_	0.0	0.0
R_MPTS	6.0E-5	6.0E-5
R_THRS	0.277459	0.74264
R_ACOTA	-1.617317	-0.137791
R_GMHEPAT	0.005229	0.005282
R_GRTT	2.45E-4	2.48E-4
R_EX_g3pe_e_	0.0	0.0
R_ORNTA	0.0	1.350313
R_DDPA	0.171733	0.262185
R_EX_aso3_e_	0.0	0.0
R_AGMT	0.0	0.21918
R_INStex	-0.027859	0.0
R_EX_T3SS_E_RipG7_e_	0.0	7.4E-5
R_acfvtex	0.0	0.0
R_23PDE2pp	0.0	0.0
R_PRFGS	0.183946	0.282718
R_EX_phe_L_e_	0.0	0.025981
R_EX_T3SS_E_RipAX2_e_	0.0	2.13E-4
R_EX_T6SS_E_RSp0518_e_	0.0	5.2E-5
R_EX_Esclt_e_	0.0	0.0
R_DHAD2	0.079318	0.083264
R_DASYN160	0.015017	0.017328
R_PROT_cp_RSp1536_S	0.0	5.7E-5
R_T3SS_E_RipH3_S	0.0	6.5E-5
R_HISTD	0.057805	0.17009
R_ASAD	-0.868653	-0.403472
R_G1PACT	0.080484	0.307665
R_ALDD31	0.0	1.395543
R_RBFSb	3.28E-4	3.31E-4
R_T3SS_E_RipAX1_BioS	0.0	2.08E-4
R_ECOAH6	0.0	0.0
R_EX_PCW_RSc0104_act_e_	0.0	0.0
R_ASPVALtex	0.0	0.0
R_PSbioS	0.0	0.004139
R_3HAD140	0.037417	0.043177
R_MCTP1App	7.1E-4	0.071123
R_DHFS	3.28E-4	3.31E-4
R_PC6YM	1.09E-4	1.1E-4
R_EX_protein_PlcN_e_	0.0	6.2E-5
R_T3SS_E_RipG6_S	0.0	7.9E-5
R_EX_T3SS_E_RipAF1_e_	0.0	1.31E-4
R_PROT_cp_RSp0540_S	0.0	1.4E-5
R_PC8XM	1.09E-4	1.1E-4
R_T3SS_E_RipS4_BioS	0.0	1.8E-5
R_EX_galctn_D_e_	0.0	0.0
R_APG3PAT161	0.008936	0.010311
R_EX_PCW_L_Fucose_Rsl_e_	0.0	0.0
R_MCCDNS1	0.0	0.004518
R_THRtex	-0.065125	0.0
R_EX_protein_RSp1536_e_	0.0	5.7E-5
R_ACOAD6f	0.0	0.0
R_IND3ACtex	-0.020785	0.0
R_3OOCTAtex	0.0	0.0
R_OCDCAtex	0.0	0.0
R_AMPTASEAD	0.0	0.0
R_CRO4t3pp	0.0	0.0
R_IG3PS	0.057805	0.17009
R_DSBDR	0.0	0.0
R_EX_idon_L_e_	0.0	0.047421
R_NAtex	0.0	0.0
R_GLGC	0.223366	1.449124
R_TARTRDH2	0.0	0.0
R_ASPGLUabcpp	0.0	0.0
R_TDPGDH	0.031375	0.031692
R_MLDCP2App	0.0	0.057688
R_EX_ins_e_	0.0	0.027859
R_DMAPP_AMPIT	0.0	0.022985
R_EX_protein_Pme_e_	0.0	1.03E-4
R_PTPAT	2.82E-4	2.85E-4
R_Resoctex	0.0	0.0
R_FALDH2	0.0	0.0
R_4HPHACtex	0.0	0.0
R_THRt2rpp	-0.065125	2.4422
R_GLCabcpp	0.0	0.0
R_PMDPHT	3.28E-4	3.31E-4
R_BLACT_ampi_ext	0.0	0.0
R_CARHM1	0.0	0.0
R_AMPTASEQG	0.0	0.0
R_ASPtex	-0.097688	0.0
R_PROT_cp_RSc0887_S	0.0	1.4E-5
R_NADK1	0.0	0.004737
R_DATA3	0.0	1.628133
R_PGSA160	0.006248	0.007209
R_EX_T3SS_E_RipG4_e_	0.0	1.08E-4
R_LAAL35	0.0	1.2211
R_T3SS_E_RipA2_S	0.0	4.1E-5
R_PYK	0.0	1.2211
R_EX_T6SS_E_RSp0745_e_	0.0	2.69E-4
R_MCCDNabcpp	0.0	0.264681
R_ARGSSr	0.118199	0.443826
R_NDPK9	0.0	1000.0
R_T3SS_E_RipK_BioS	0.0	7.8E-5
R_EX_lac_L_e_	0.0	0.0
R_OHPBAT	1.09E-4	1.1E-4
R_TZEAtpp	0.0	0.022985
R_EX_ind3ac_e_	0.0	0.020785
R_PROT_pe_RSp1466_S	0.0	3.74E-4
R_EX_3oochslac_e_	0.0	0.0
R_FACOAL181t2pp	0.0	0.0
R_CUtex	0.0	0.0
R_EX_pbhb_e_	0.0	0.0
R_RYLNTARH	0.0	0.325627
R_UHGADA	0.010458	0.010564
R_PROT_cp_RSp0630_S	0.0	6.5E-5
R_PCW_bd_RSp1073	0.0	0.0
R_2OBUTt2rpp	-0.065125	0.0
R_3HPPtpp	0.0	0.095773
R_THZPSN	1.09E-4	0.010797
R_3OHPAMES	0.0	0.0
R_EX_T3SS_E_RipP2_e_	0.0	9.7E-5
R_ETHSO3tex	0.0	0.0
R_EX_isetac_e_	0.0	0.0
R_HSTPTr	0.057805	0.17009
R_EX_thm_e_	0.0	0.010688
R_DMPPS	0.0	0.024483
R_PNTOtex	0.0	0.0
R_RFURRAC	0.0	0.013493
R_ALCD19	-2.4422	0.0
R_PACCOAE	0.0	0.0
R_EPStpp	0.0	0.0
R_EX_mal_L_e_	0.0	0.0
R_CYTDtex	0.0	0.0
R_PEPCKc	3.790204	8.219583
R_PPCSYN2	-1000.0	1000.0
R_GLYCtpp	-0.004588	1.217124
R_G1SAT	0.00262	0.002647
R_DOPACHRex	0.0	0.026986
R_LYStex	-0.040036	0.0
R_3OHPAMEStpp	0.0	0.0
R_KDOCT2	0.005229	0.005282
R_PROT_Rsl_BioS	0.0	4.72E-4
R_T3SS_E_RipC1_BioS	0.0	5.0E-5
R_EX_ser_L_e_	0.0	0.106183
R_DAAD	0.0	1.628133
R_EX_14aglucan_e_	0.0	0.0
R_23CCMPtex	0.0	0.0
R_ASPO6	0.0	0.041128
R_PACt3	0.0	0.0
R_CBIAT	0.0	0.0
R_METSOXR2pept	0.0	0.305532
R_P5CD	0.0	0.814067
R_DTMPK	0.00827	0.008353
R_EX_h2o2_e_	0.0	0.698359
R_PCW_bd_RSp0295_act	0.0	0.0
R_GLYCLTDy	0.0	0.97688
R_MLTGY1pp	0.0	0.055505
R_EX_etha_e_	0.0	0.0
R_T3SS_E_RipD_BioS	0.0	7.3E-5
R_HACD8i	0.0	0.0
R_T3SS_E_RipL_BioS	0.0	3.4E-5
R_FTHFD	0.0	0.651253
R_EX_no3_e_	0.0	0.0
R_T3SS_E_RipU2_BioS	0.0	1.61E-4
R_SERTRS	0.109127	0.116195
R_T3SS_E_RipAF1_BioS	0.0	1.31E-4
R_EX_galur2u_e_	0.0	0.0
R_ADOCBLtonex	0.0	0.0
R_RBKr	0.0	0.611752
R_NO2t2rpp	-0.514147	1000.0
R_EX_galur3u_e_	0.0	0.0
R_PROT_ce_RSp0295_S	0.0	7.4E-5
R_PROT_pe_RSc0337_S	0.0	8.5E-5
R_PROT_pe_RSp1620_S	0.0	3.8E-5
R_EX_ala_L_glu_L_e_	0.0	0.0
R_RFURAH	0.0	0.013493
R_D4DGCD	0.0	0.0
R_CITR_Ltex	0.0	0.0
R_T3SS_E_RipA3_BioS	0.0	3.8E-5
R_T3SS_E_RipAF1_S	0.0	1.31E-4
R_MOTH	0.0	0.668595
R_GPDDA2pp	0.0	0.0
R_G3PEabcpp	0.0	0.0
R_GLYt2rpp	-0.184317	0.0
R_GALOR	0.0	0.0
R_AMALT4	0.0	0.668595
R_PROT_pe_RSp0275_S	0.0	1.11E-4
R_ISC4fe4s3d	0.0	0.0
R_FRUtex	0.0	0.0
R_T3SS_E_RipO1_BioS	0.0	8.7E-5
R_BUTSO3abcpp	0.0	0.0
R_GLUt2pp	4.464537	7.25
R_T3SS_E_RipZ_S	0.0	3.5E-5
R_EX_T3SS_E_RipAJ_e_	0.0	1.51E-4
R_ALAASPtex	0.0	0.0
R_ALKPpp	0.0	0.0
R_EX_gal_e_	0.0	0.0
R_FDMO6	0.0	0.0
R_PROT_pe_PglA_S	0.0	8.6E-5
R_UMPK	0.217421	0.53308
R_ONOO_c	0.0	0.0
R_PCW_bd_RSc3188	0.0	0.0
R_DASYN181	0.006884	0.007944
R_EX_T3SS_E_RipH2_e_	0.0	6.2E-5
R_T6SS_E_RSc0958_S	0.0	5.1E-5
R_NO3trpp	-1000.0	0.0
R_CD2teff_e	0.0	0.0
R_PRPPS	0.429352	1.650452
R_SBTtex	0.0	0.0
R_RNDR1	0.0	0.008353
R_URIC	0.0	0.098772
R_EX_gsn_e_	0.0	0.027674
R_ASPTA	-2.420111	-1.199011
R_NACODA	0.0	0.675157
R_BHBtex	0.0	0.0
R_ALCD19y	0.0	2.4422
R_PROD2	0.0	0.97688
R_ANHMK	0.0	0.113591
R_EAR120x	0.063562	0.069322
R_PGPP161	0.00166	0.004288
R_CTBTtex	0.0	0.0
R_PROT_RSc0246_ACT	0.0	0.0
R_NNATr	0.001115	0.326742
R_GALDTNDabcpp	0.0	0.0
R_ALATA_L2	0.0	0.697771
R_PROT_ce_RSc0104_S	0.0	4.9E-5
R_EX_5mtr_e	0.003302	0.020592
R_MCCDNtex	0.0	0.264681
R_FACOAL161t2pp	0.0	0.0
R_4HPHEAt3r	0.0	0.0
R_PROT_RSc0104_BioS	0.0	4.9E-5
R_EX_hexhslac_e_	0.0	0.012703
R_H2SH2O2_e	0.0	0.090528
R_GTHPe	0.0	0.0
R_GLCFRUOXRpp	0.0	0.0
R_T3SS_E_RipAO_S	0.0	9.3E-5
R_FACOAL180t2pp	0.0	0.0
R_EX_acon_e_	0.0	0.0
R_PGPP181	0.001278	0.003305
R_NTRIR2x	0.0	0.0
R_Zn2tpc	0.0	0.0
R_cafetex	0.0	0.0
R_PCW_bd_RSc0246_act	0.0	0.0
R_EX_protein_RSp1180_act_e_	0.0	0.0
R_ACBIPGT	1.09E-4	1.1E-4
R_TRPTRS	0.002076	0.005379
R_PTRCabcpp	0.0	1.628133
R_PSSA180	0.002154	0.002486
R_EX_mobd_e_	-6.4E-5	-6.3E-5
R_T3SS_E_RipG4_BioS	0.0	1.08E-4
R_EX_cobalt2_e_	-1.23E-4	-1.21E-4
R_ORNCD	0.0	0.956198
R_3PEPTabcpp	0.0	0.103923
R_34DHPHAOR	0.0	0.0
R_EX_T3SS_E_RipAT_e_	0.0	1.03E-4
R_GALCTND	0.0	0.0
R_O2tpp	12.363092	13.066489
R_EX_protein_RSc0249_e_	0.0	3.3E-5
R_OCTAtex	-0.011216	0.0
R_NADH5	0.0	1.628133
R_EX_glcn_e_	0.0	0.0
R_UGLYCH	0.0	0.098772
R_RFURAST	0.0	0.013493
R_EX_asp_L_e_	0.0	0.097688
R_EX_ile_L_e_	0.0	0.0
R_EX_cm_e_	0.0	0.0
R_PROT_cp_RSp1466_S	0.0	3.74E-4
R_EX_protein_RSc0887_e_	0.0	1.4E-5
R_3NTD4pp	0.0	0.0
R_BDH	0.0	0.814067
